sentence;cleanliness;food/drinks;location;room amenities;staff;other
I wouldn’t have known any privacy beach on the lake;0;0;0;0;0;0
Nice beach and smack in the middle of every thing!;0;0;0;0;0;0
walk to all see lake from everywhere just perfect;0;0;1;0;0;0
Nice hotel on a little beach and close to other restaurants and stores in town.;0;0;0;0;0;0
Where there are other activities.;0;0;0;0;0;0
Lake George is a very pretty area.;0;0;1;0;0;0
Chair in the room would be a nice addition.;0;0;0;1;0;0
Beds were very uncomfortable but the room was very nice other than that.;0;0;0;1;0;0
We are happy with our stay in your resort.;0;0;0;0;0;0
You still allowed us to park even thought we already check out this is a Plus service in your resort.;0;0;0;0;1;0
You gave us more time to explore the whole area.;0;0;1;0;0;0
Rooms were not cleaned and the baathroom need an upgrade for sure.;1;0;0;1;0;0
The only positive thing was that it was next to water front and nothing else.;0;0;0;0;0;0
I would not recommend to stay in this property;0;0;0;0;0;0
Marine village is walking distance to town which is perfect.;0;0;1;0;0;0
It has a private beach and cheap boat rentals which is great.;0;0;0;0;0;0
The rooms are run down and musty but it's still pricey because of great location.;0;0;1;1;0;0
Overall I  would go back bc of location to beach and town.;0;0;1;0;0;0
very nice quiet and clean and conviniet to all shops and rest.;1;0;0;0;0;0
Nice hotel shops and restaurants within walking distance.;0;0;1;0;0;0
Pool and beach area were nice.;0;0;1;0;0;0
Beautiful place.;0;0;0;0;0;0
Spacious.;0;0;0;0;0;1
Will definitely come back again and recommend to friends.;0;0;0;0;0;0
Only negative was there was no coffee or tea available and we had to do the grocery run to pick up some.;0;1;0;0;0;0
Loved every aspect of this place.;0;0;0;0;0;0
First time at lake george and i was not disappointed with the suncastle villas/condos.;0;0;0;0;0;0
There were a lot of flies in the bathroom.;0;0;0;1;0;0
There was a hair brush entangled with someone's hair.;0;0;0;0;0;0
Eating ice cream was in the refrigerator.;0;1;0;0;0;0
Room was quite musty.;0;0;0;1;0;0
Towels were visibly stained.;1;0;0;0;0;0
Wifi did not work at all.;0;0;0;0;0;0
Staff was no where to be found.;0;0;0;0;1;0
Did not attend the front desk and did not answer phones.;0;0;0;0;0;0
The beds were not comfortable.. the t.v.;0;0;0;0;0;1
was tiny... but it was at least clean;1;0;0;0;0;0
Lovely hotel.;0;0;0;0;0;0
Owners were friendly and accommodating.;0;0;0;0;1;0
Clean and spacious suite with separate room for kids and kitchenette.;1;0;0;1;0;0
The kids loved the indoor pool.;0;0;0;0;0;0
Will definitely return.;0;0;0;0;0;0
The first room they gave us was dirty.;1;0;0;1;0;0
The room they switched us to had garbage on the deck.;0;0;0;1;0;0
We had to ask for towels toilet paper tissues and an ice bucket.The tv/cable service was terrible.;0;0;0;1;1;0
Had to keep turning it off and on every time we changed the channel.;0;0;0;0;0;0
Stayed there last year it was much better!;0;0;0;0;0;0
Won’t stst there again!;0;0;0;0;0;0
The room had holes in the wall stuffed with toilet paper.;0;0;0;1;0;0
There were numerous flies.;0;0;0;0;0;0
The toilet was running and had a dirty bath towel hanging in the door.;1;0;0;1;0;0
Room had a foul smell.;1;0;0;1;0;0
It was totally misrepresented as a suite for the room outside the bedroom was 8x 6 feet.;0;0;0;1;0;0
They have a really nice playground for the kids but it could use some lawn care.;0;0;0;0;0;1
They have indoor and outdoor pool and hot tub with decent hours.;0;0;0;0;0;1
Its walking distance to Magic Forest!;0;0;1;0;0;0
The room was very very small!;0;0;0;1;0;0
Very uncomfortable!;0;0;0;0;0;0
The pool area was pleasant.;0;0;1;0;0;0
I would not stay there again.;0;0;0;0;0;0
Pictures are very deceiving!!;0;0;0;0;0;0
Showed gas grill.;0;0;0;0;0;0
There was a tiny charcoal grill.;0;0;0;0;0;0
10 rooms had to share 1 picnic table.;0;0;0;1;0;0
Exercise room picture showed different equipment.;0;0;0;1;0;0
My kids lost their money in the rundown video machines.;0;0;0;0;0;0
Was very disappointed with our stay.;0;0;0;0;0;0
No one at the desk when we arrived.;0;0;0;0;0;0
Had to wait 45 minutes.;0;0;0;0;0;0
We were early.;0;0;0;0;0;0
This must have been a cute place once upon a time but it is not well cared for.;0;0;0;0;0;0
Nothing has been updated and the rooms are run down.;0;0;0;1;0;0
There was a mold/old cigarette smell.;1;0;0;0;0;0
Towels were threadbare.;0;0;0;0;0;0
The pools inside and out were clean and in good shape.;1;0;0;0;0;0
The children’s play area is overgrown with weeds and neglected.;0;0;1;0;0;0
Room was on the small size but big enough for 2 people.;0;0;0;1;0;0
There was a musty smell in the room and we saw a couple of bugs.;1;0;0;1;0;0
The bathroom was small and the sink didn't have a vanity to place your toiletries on so getting ready was difficult.;0;0;0;1;0;0
Our TV didn't work so they brought us a replacement but that had issues as well volume and changing the channels.;0;0;0;1;0;0
The exterior of the resort looks awesome so we were somewhat disappointed with the room.;0;0;0;1;0;0
Very nice place to stay.;0;0;0;0;0;0
Was happy with heated pool.;0;0;0;0;0;1
Very quiet..did not hear the traffic from I87 which runs behind hotel..didn't even hear guests in other room.;0;0;0;1;0;0
Will be staying there again.;0;0;0;0;0;0
I booked this hotel because it had an indoor pool but they said it was closed for the season!!;0;0;0;0;0;1
Had a very disappointed child!!;0;0;0;0;0;0
It was very noisy people slamming doors banging.;0;0;0;0;0;1
Will not stay again;0;0;0;0;0;0
Bathrooms are very small.;0;0;0;1;0;0
Cracked vinyl in shower.;0;0;0;1;0;0
Hot tub still broke both pools were locked could not use.;0;0;0;0;0;0
Looks good in photos but will not say again.;0;0;0;0;0;0
Room and bath were small.;0;0;0;1;0;0
Nice outdoor pool area.;0;0;1;0;0;0
Price was reasonable for the lake George area at the time of year.;0;0;1;0;0;0
Our stay was great.;0;0;0;0;0;0
Friendly staff clean room.;1;0;0;1;1;0
The only issue was the pool being ice cold but the staff did tell me ahead of time;0;0;0;0;1;0
Room was very neat and clean.;1;0;0;1;0;0
Bathroom was extremely small with a leaking faucet in bathtub.;0;0;0;1;0;0
Front desk people were very friendly.;0;0;0;0;1;0
Quaint motel in a great location.;0;0;1;0;0;0
Close to everything.;0;0;0;0;0;0
We were there on the last night of the season and gpt upgraded to a king room.;0;0;0;1;0;0
Desk staff were great.;0;0;0;0;1;0
Room was clean and typical of what is expected from an older motel.;1;0;0;1;0;0
I would suggest to make reservations on a weekend to eat   Town of Lake George was packed.;0;0;0;0;0;0
Very clean hotel.;1;0;0;0;0;0
and the staff was excellent.;0;0;0;0;1;0
It was close to the lakecand shopping area.;0;0;1;0;0;0
Very clean room beautiful view of Lake George.;1;0;0;1;0;0
Check-in was easy staff  was helpful with information about the area.;0;0;1;0;1;0
Comfy room and clean.;1;0;0;1;0;0
Had issues with the hot water however.;0;0;0;0;0;0
And cable worked on and off.;0;0;0;0;0;0
The front office was so accommodating for both a late check-in and check-in.;0;0;0;0;0;1
We were given the type room reserved and it was clean.;1;0;0;1;0;0
My only complete is the pillows.;0;0;0;0;0;0
It seems all hotels are going to fat pillows that stand up for a trendy look when making the bed.;0;0;0;0;0;0
But the fat lumpy pillows are not comfortable for sleeping.;0;0;0;0;0;0
Don't get me wrong I like trendy but not at the expense of a good night's sleep.;0;0;0;0;0;0
Clean rooms.;1;0;0;1;0;0
Nice bed.;0;0;0;0;0;0
Very friendly  staff.;0;0;0;0;1;0
The view was AMAZING and in room was in walking distance to the strip but the bathroom was just a little too small.;0;0;1;1;0;0
When you took a shower the shower curtain kept touching you but everything else was great;0;0;0;1;0;0
Small room with a ridiculously small bathroom and a very soft mattress.;0;0;0;1;0;0
Nice and clean heated outdoor pool.;1;0;0;0;0;0
Wi-Fi was very good.;0;0;0;0;0;0
Check in was easy.;0;0;0;0;0;1
The room was clean and comfy.;1;0;0;1;0;0
Pool was clean.;1;0;0;0;0;0
Grounds were nice and I liked the assigned parking.;0;0;0;0;0;0
Close to everything but pushed back enough off the main road to give you some quiet.;0;0;0;0;0;0
No complaints at all.;0;0;0;0;0;0
It was very nice!;0;0;0;0;0;0
Everything was super clean and the person checking us in was really pleasant and efficient.;1;0;0;0;0;0
A few rowdy folks staying but they were firmly asked to quiet down by the staff without us having to say anything.;0;0;0;0;1;0
Perfect location for activities downtown.;0;0;1;0;0;0
Staff was great.;0;0;0;0;1;0
Very friendly staff.;0;0;0;0;1;0
Nice clean and maintained 'Mom and Pop' run hotel.;1;0;0;0;0;0
Would come back again.;0;0;0;0;0;0
Location to town.;0;0;1;0;0;0
We like the staff and motel.;0;0;0;0;1;0
The pool is great;0;0;0;0;0;0
Very clean and a great place to stay while visiting lake George.;1;0;0;0;0;0
Excellent service!;0;0;0;0;1;0
Great location!;0;0;1;0;0;0
Staff very friendly walking distance into village clean rooms;1;0;1;1;1;0
The room was nice high ceilings and clean.;1;0;0;1;0;0
Staff were friendly and it's a great location to be so you can walk around the village rather than drive everywhere.;0;0;1;0;1;0
Bathroom was tiny but room was clean and bed was comfortable.;1;0;0;1;0;0
Air conditioner worked fine.;0;0;0;1;0;0
Nice motel clean  comfortable and convenient to walking downtown.;1;0;1;0;0;0
Very nice people working there as well .;0;0;0;0;0;0
Will stay there again.;0;0;0;0;0;0
I thought the room was exceptionally clean!;1;0;0;1;0;0
Big kudos for that!- the bed awesome and comfy.;0;0;0;0;0;0
My only suggestion vs a complaint would be to update the other furniture!;0;0;0;0;0;0
Very outdated and tired.;0;0;0;0;0;0
The bathroom was nicely done but skimped in amenities.;0;0;0;1;0;0
I think they are working on things I realize it takes time... would definitely stay there again.;0;0;0;0;0;0
Thank you;0;0;0;0;0;0
The Admiral Motel is very clean and comfortable with easy walking access to pretty much anything in the central village of Lake George.;1;0;1;0;0;0
The mattress on the bed was amazing.;0;0;0;0;0;0
I would definitely stay here again in the future.;0;0;0;0;0;0
Very peaceful inviroment clean updated room.;1;0;0;1;0;0
Or second time here and will be back again.;0;0;0;0;0;0
Stay was good unfortunately the walls are soo paper thin we could hear every word the neighbors were saying.;0;0;0;0;0;1
Would stay again would just opt to stay in the duplex’s not the rooms.;0;0;0;1;0;0
The facility was clean and safe the management was friendly and we felt comfortable during our stay.;1;0;0;0;1;0
The internet was very spotty and we had problems with the small coffee maker but otherwise our stay went well.;0;1;0;1;0;0
Internet was very spotty and the hot tub was broke .;0;0;0;0;0;1
Owners were very personable.;0;0;0;0;0;0
Very relaxing 4 fun filled days.;0;0;0;0;0;0
I plan to return in a couple months;0;0;0;0;0;0
The owners are very nice!;0;0;0;0;0;0
It's a nice private resort.;0;0;0;0;0;0
Very convenient location.;0;0;1;0;0;0
8 minutes dive to Lake George Village.;0;0;0;0;0;0
Hotel Management was very friendly and helpful.;0;0;0;0;1;0
If you plan on barbecuing leave your grill at home there are gas grills on site.;0;0;0;0;0;0
The place is completlu run down and has old carpets that smell awful.;1;0;0;1;0;0
The pool water is freezing and the pool deck/are is so old and lacks care that some one could get hurt.;0;0;0;0;0;0
Terrible place that should not be cold a resort.;0;0;0;0;0;0
Very nice property for the family.;0;0;0;0;0;0
Close to town and activities.;0;0;0;0;0;0
Family owned and operated and they are very accommodating.;0;0;0;0;0;0
Good value for the area.;0;0;1;0;0;0
The establishment is dog friendly so it was the biggest plus for us.;0;0;0;0;1;0
The room was clean just missing a chair or table to sit by or place things on while in the room.;1;0;0;1;0;0
Close distance to the center.;0;0;0;0;0;0
Quiet at night.;0;0;0;0;0;0
I loved it.;0;0;0;0;0;0
I like that it's cute and cozy and all the nature beauty around it.;0;0;0;0;0;0
If I would like to add something it would be maybe selling snacks and selling maybe bread or  donuts for the morning.;0;1;1;1;1;0
Trudy and Chris were amazing!;0;0;0;0;0;0
From the moment we checked in.;0;0;0;0;0;1
Great place;0;0;0;0;0;0
Excellent.;0;0;0;0;0;0
We have traveled numerous times but never felt as welcomed as we did at Lee’s everything was amazing the STAFF is exceptional makes you feel like you visiting family.;0;0;0;0;1;0
We are definitely going back next summer.;0;0;0;0;0;0
HIGHLY RECOMMEND;0;0;0;0;0;0
Nice staff.;0;0;0;0;1;0
Interstate traffic made it impossible to keep windows open.;0;0;0;1;0;0
Bathroom very small.;0;0;0;1;0;0
I had an amazing stay at Lee’s motel.;0;0;0;0;0;0
I’ll be back with my whole family to experience Lake George and stay at Lee’s.;0;0;0;0;0;0
The owner made my husband and I feel at home.;0;0;0;0;0;0
The cabin was super clean and fit our needs for my Birthday’s gateaway.;1;0;0;0;0;0
I even had a happy birthday banner outside my cabin door.;0;0;0;0;0;0
I recommend Lee’s for people that wants to experience a cabin feel and like me that I’m overwhelm with big fancy hotel.;0;0;0;0;0;0
Booked this for a weekend at the last minute during peak season so it was a bit pricey for the type of room.;0;0;0;1;0;0
The place was last decorated along time ago but kept clean.;1;0;0;0;0;0
The location is in between the factory outlets and Lake George village.;0;0;1;0;0;0
Not close enough to walk to either  but that’s a good thing if you like quiet.;0;0;1;0;0;0
We stayed here August 04 to Aug 8.;0;0;0;0;0;0
We stayed in one of the cabins.;0;0;0;0;0;0
The room was very clean.;1;0;0;1;0;0
and had a kitchenette.;0;0;0;0;0;0
A/C worked great.;0;0;0;0;0;0
The staff very friendly and came over to greet us and welcome us.;0;0;0;0;1;0
We really like that =   We are planning to stay here on our future trips to Lake George =;0;0;0;0;0;0
Nice small cabins.;0;0;1;1;1;0
BBQ and frig if you want to cook.;0;0;0;0;0;0
Quiet and comfy setting.;0;0;0;0;0;0
Mom and pop shop.;0;0;0;0;0;0
Very outdated.;0;0;0;0;0;0
Nice staff   Sheets always felt damp.;0;0;0;0;1;0
My son and I stayed at Lee’s for a whitewater rafting trip.;0;0;0;0;0;0
The owner Chris was unbelievably welcoming and helpful giving us great local insights.;0;0;0;0;0;0
The room was clean WiFi and TV were great and the A/C worked fine though a bit old.;1;0;0;1;0;0
Would absolutely stay here again - a great value!;0;0;0;0;0;0
Very good;0;0;0;0;0;0
Convenient and located in the center of all activities;0;0;0;0;0;0
It was my first vacation and I decided to go to Lake George.;0;0;0;0;0;0
We stayed at Lee's motel and I liked it very much.;0;0;0;0;0;0
From my first sight.;0;0;0;0;0;0
It's a pretty good quiet place especially for those who has little kids.;0;0;0;0;0;1
Thanks owner and his family.;0;0;0;0;0;0
We had a good time there.;0;0;0;0;0;0
I recommend it to all;0;0;0;0;0;0
Always a beautiful place by the lake.;0;0;0;0;0;0
Next time I would book a room with a lake view.;0;0;0;1;0;0
Room was nice though.;0;0;0;1;0;0
We really like the view from our room.;0;0;0;1;0;0
