sentence;cleanliness;food/drinks;location;room amenities;staff;other
Nothing fancy.;-;-;-;-;-;-
The pool is clean.;-;-;-;-;-;-
Each room has a safe and little refrigerator.;-;-;-;positive;-;-
It's close enough that you can walk comfortably into Lake George village yet far enough away that it's quiet.;-;-;positive;-;-;-
Win-win.;-;-;-;-;-;-
Pleasant stay perfect location - close to Lake and Downtown;-;-;positive;-;-;-
This is the kind of motel where you don't dare to take your shoes off.;-;-;-;-;-;-
It was dated tiny and in rough shape.;-;-;-;-;-;-
Despite that the worst part was the parking we drove a truck there and it was ridiculously difficult to get in the parking lot and back out without other people moving.;-;-;-;-;-;-
We left a day early just so we wouldn't have to spend an extra night...;-;-;-;-;-;-
Which we paid for in advance.;-;-;-;-;-;-
I would definitely recommend this place to everyone.;-;-;-;-;-;-
It has a great location and its clean and easily accessible to the lake.;positive;-;positive;-;-;-
the staff is friendly and accommodating.;-;-;-;-;positive;-
It has a pool although it was closed at this time.;-;-;-;-;-;-
Alot of families come here.;-;-;-;-;-;-
The rooms are in good condition and clean.;positive;-;-;positive;-;-
Its rate is way cheap than all others.;-;-;-;-;-;-
and i would stay here again.;-;-;-;-;-;-
we were lucky to have found a motel room available at time of our visit.;-;-;-;negative;-;-
Thanks to ORBITZ for helping us find a vacancy at Hotel Montreal.;-;-;-;-;-;-
Would go back again but would request a room without a room above it.;-;-;-;positive;-;-
Great motel for a weekend trip away from the hustle of the strip but still close to walk.;-;-;negative;-;-;-
This place is right out of the 50's.;-;-;-;-;-;-
Creeky floor and you can hear every movement in adjoining rooms and above as well.;-;-;-;negative;-;-
Bed was old and soft wrinkled carpet very small room.;-;-;-;negative;-;-
Motel is close by but there are tons of other hotels/motels that are around and better.;-;-;-;-;-;-
Marine village is in a fantastic location right in the middle of the village of Lake George.;-;-;positive;-;-;-
Awesome lakefront beach beautiful view;-;-;-;-;-;-
Did not get the Lakeside room that I reserved.;-;-;-;negative;-;-
Walls are paper thin.;-;-;-;-;-;-
Noisy refrigerator.;-;-;-;-;-;-
Bathtub pitted.;-;-;-;-;-;-
great downtown location.;-;-;positive;-;-;-
very clean hotel.;positive;-;-;-;-;-
We'll definitely stay here again.;-;-;-;-;-;-
Perfect location right on the lake and downtown Lake George.;-;-;positive;-;-;-
We like the closeness of this motel to the lake george village area.;-;-;negative;-;-;-
The room we had had a funny smell to it like it was musty or old.;negative;-;-;negative;-;-
Other than that the room was fine and quiet.;-;-;-;positive;-;-
It was amazing!!;-;-;-;-;-;-
The location and property is absolutely perfect.;-;-;positive;-;-;-
We can't wait to make reservations for next year.;-;-;-;-;-;-
Low pressure  low key  beautiful location.;-;-;positive;-;-;-
We arrived just after the summer session ended  so the restaurant whose menu was in the room appeared closed for the season.;-;negative;-;negative;-;-
Hotel checkin staff took pains to ensure the prices would be easy.;-;-;-;-;positive;-
They called to confirm our checkin time the day before.;-;-;-;-;-;-
We are pleased we chose Marine Village.;-;-;-;-;-;-
Very relaxing.;-;-;-;-;-;-
Staff was friendly  helpful.;-;-;-;-;positive;-
Proximity to water was an added plus.;-;-;-;-;-;-
Great location with private beach.;-;-;-;-;-;-
Could use some updating but overall clean.;positive;-;-;-;-;-
Very clean.;positive;-;-;-;-;-
2 King beds in one room;-;-;-;negative;-;-
I wouldn’t have known any privacy beach on the lake;-;-;-;-;-;-
Nice beach and smack in the middle of every thing!;-;-;-;-;-;-
walk to all see lake from everywhere just perfect;-;-;positive;-;-;-
Nice hotel on a little beach and close to other restaurants and stores in town.;-;-;-;-;-;-
Where there are other activities.;-;-;-;-;-;-
Lake George is a very pretty area.;-;-;positive;-;-;-
Chair in the room would be a nice addition.;-;-;-;-;-;-
Beds were very uncomfortable but the room was very nice other than that.;-;-;-;negative;-;-
We are happy with our stay in your resort.;-;-;-;-;-;-
You still allowed us to park even thought we already check out this is a Plus service in your resort.;-;-;-;-;positive;-
You gave us more time to explore the whole area.;-;-;positive;-;-;-
Rooms were not cleaned and the baathroom need an upgrade for sure.;negative;-;-;negative;-;-
The only positive thing was that it was next to water front and nothing else.;-;-;-;-;-;-
I would not recommend to stay in this property;-;-;-;-;-;-
Marine village is walking distance to town which is perfect.;-;-;positive;-;-;-
It has a private beach and cheap boat rentals which is great.;-;-;-;-;-;-
The rooms are run down and musty but it's still pricey because of great location.;-;-;negative;negative;-;-
Overall I  would go back bc of location to beach and town.;-;-;negative;-;-;-
very nice quiet and clean and conviniet to all shops and rest.;positive;-;-;-;-;-
Nice hotel shops and restaurants within walking distance.;-;-;positive;-;-;-
Pool and beach area were nice.;-;-;negative;-;-;-
Beautiful place.;-;-;-;-;-;-
Spacious.;-;-;-;-;-;-
Will definitely come back again and recommend to friends.;-;-;-;-;-;-
Only negative was there was no coffee or tea available and we had to do the grocery run to pick up some.;-;positive;-;-;-;-
Loved every aspect of this place.;-;-;-;-;-;-
First time at lake george and i was not disappointed with the suncastle villas/condos.;-;-;-;-;-;-
There were a lot of flies in the bathroom.;-;-;-;negative;-;-
There was a hair brush entangled with someone's hair.;-;-;-;-;-;-
Eating ice cream was in the refrigerator.;-;-;-;-;-;-
Room was quite musty.;-;-;-;negative;-;-
Towels were visibly stained.;negative;-;-;-;-;-
Wifi did not work at all.;-;-;-;-;-;-
Staff was no where to be found.;-;-;-;-;negative;-
Did not attend the front desk and did not answer phones.;-;-;-;-;-;-
The beds were not comfortable.. the t.v.;-;-;-;-;-;-
was tiny... but it was at least clean;negative;-;-;-;-;-
Lovely hotel.;-;-;-;-;-;-
Owners were friendly and accommodating.;-;-;-;-;positive;-
Clean and spacious suite with separate room for kids and kitchenette.;positive;-;-;positive;-;-
The kids loved the indoor pool.;-;-;-;-;-;-
Will definitely return.;-;-;-;-;-;-
The first room they gave us was dirty.;negative;-;-;negative;-;-
The room they switched us to had garbage on the deck.;-;-;-;negative;-;-
We had to ask for towels toilet paper tissues and an ice bucket.The tv/cable service was terrible.;-;-;-;negative;negative;-
Had to keep turning it off and on every time we changed the channel.;-;-;-;-;-;-
Stayed there last year it was much better!;-;-;-;-;-;-
Won’t stst there again!;-;-;-;-;-;-
The room had holes in the wall stuffed with toilet paper.;-;-;-;negative;-;-
There were numerous flies.;-;-;-;-;-;-
The toilet was running and had a dirty bath towel hanging in the door.;negative;-;-;negative;-;-
Room had a foul smell.;negative;-;-;negative;-;-
It was totally misrepresented as a suite for the room outside the bedroom was 8x 6 feet.;-;-;-;negative;-;-
They have a really nice playground for the kids but it could use some lawn care.;-;-;-;-;-;-
They have indoor and outdoor pool and hot tub with decent hours.;-;-;-;-;-;-
Its walking distance to Magic Forest!;-;-;positive;-;-;-
The room was very very small!;-;-;-;negative;-;-
Very uncomfortable!;-;-;-;-;-;-
The pool area was pleasant.;-;-;positive;-;-;-
I would not stay there again.;-;-;-;-;-;-
Pictures are very deceiving!!;-;-;-;-;-;-
Showed gas grill.;-;-;-;-;-;-
There was a tiny charcoal grill.;-;-;-;-;-;-
10 rooms had to share 1 picnic table.;-;-;-;negative;-;-
Exercise room picture showed different equipment.;-;-;-;negative;-;-
My kids lost their money in the rundown video machines.;-;-;-;-;-;-
Was very disappointed with our stay.;-;-;-;-;-;-
No one at the desk when we arrived.;-;-;-;-;-;-
Had to wait 45 minutes.;-;-;-;-;-;-
We were early.;-;-;-;-;-;-
This must have been a cute place once upon a time but it is not well cared for.;-;-;-;-;-;-
Nothing has been updated and the rooms are run down.;-;-;-;negative;-;-
There was a mold/old cigarette smell.;negative;-;-;-;-;-
Towels were threadbare.;-;-;-;-;-;-
The pools inside and out were clean and in good shape.;positive;-;-;-;-;-
The children’s play area is overgrown with weeds and neglected.;-;-;negative;-;-;-
Room was on the small size but big enough for 2 people.;-;-;-;positive;-;-
There was a musty smell in the room and we saw a couple of bugs.;negative;-;-;negative;-;-
The bathroom was small and the sink didn't have a vanity to place your toiletries on so getting ready was difficult.;-;-;-;negative;-;-
Our TV didn't work so they brought us a replacement but that had issues as well volume and changing the channels.;-;-;-;negative;-;-
The exterior of the resort looks awesome so we were somewhat disappointed with the room.;-;-;-;negative;-;-
Very nice place to stay.;-;-;-;-;-;-
Was happy with heated pool.;-;-;-;-;-;-
Very quiet..did not hear the traffic from I87 which runs behind hotel..didn't even hear guests in other room.;-;-;-;positive;-;-
Will be staying there again.;-;-;-;-;-;-
I booked this hotel because it had an indoor pool but they said it was closed for the season!!;-;-;-;-;-;-
Had a very disappointed child!!;-;-;-;-;-;-
It was very noisy people slamming doors banging.;-;-;-;-;-;-
Will not stay again;-;-;-;-;-;-
Bathrooms are very small.;-;-;-;negative;-;-
Cracked vinyl in shower.;-;-;-;negative;-;-
Hot tub still broke both pools were locked could not use.;-;-;-;-;-;-
Looks good in photos but will not say again.;-;-;-;-;-;-
Room and bath were small.;-;-;-;negative;-;-
Nice outdoor pool area.;-;-;positive;-;-;-
Price was reasonable for the lake George area at the time of year.;-;-;positive;-;-;-
Our stay was great.;-;-;-;-;-;-
Friendly staff clean room.;positive;-;-;positive;positive;-
The only issue was the pool being ice cold but the staff did tell me ahead of time;-;-;-;-;positive;-
Room was very neat and clean.;positive;-;-;positive;-;-
Bathroom was extremely small with a leaking faucet in bathtub.;-;-;-;negative;-;-
Front desk people were very friendly.;-;-;-;-;positive;-
Quaint motel in a great location.;-;-;negative;-;-;-
Close to everything.;-;-;-;-;-;-
We were there on the last night of the season and gpt upgraded to a king room.;-;-;-;positive;-;-
Desk staff were great.;-;-;-;-;positive;-
Room was clean and typical of what is expected from an older motel.;negative;-;-;negative;-;-
I would suggest to make reservations on a weekend to eat   Town of Lake George was packed.;-;-;-;-;-;-
Very clean hotel.;positive;-;-;-;-;-
and the staff was excellent.;-;-;-;-;positive;-
It was close to the lakecand shopping area.;-;-;positive;-;-;-
Very clean room beautiful view of Lake George.;positive;-;-;positive;-;-
Check-in was easy staff  was helpful with information about the area.;-;-;positive;-;positive;-
Comfy room and clean.;positive;-;-;positive;-;-
Had issues with the hot water however.;-;-;-;-;-;-
And cable worked on and off.;-;-;-;-;-;-
The front office was so accommodating for both a late check-in and check-in.;-;-;-;-;-;-
We were given the type room reserved and it was clean.;negative;-;-;negative;-;-
My only complete is the pillows.;-;-;-;-;-;-
It seems all hotels are going to fat pillows that stand up for a trendy look when making the bed.;-;-;-;-;-;-
But the fat lumpy pillows are not comfortable for sleeping.;-;-;-;-;-;-
Don't get me wrong I like trendy but not at the expense of a good night's sleep.;-;-;-;-;-;-
Clean rooms.;positive;-;-;positive;-;-
Nice bed.;-;-;-;-;-;-
Very friendly  staff.;-;-;-;-;positive;-
The view was AMAZING and in room was in walking distance to the strip but the bathroom was just a little too small.;-;-;positive;positive;-;-
When you took a shower the shower curtain kept touching you but everything else was great;-;-;-;positive;-;-
Small room with a ridiculously small bathroom and a very soft mattress.;-;-;-;-;-;-
Nice and clean heated outdoor pool.;positive;-;-;-;-;-
Wi-Fi was very good.;-;-;-;-;-;-
Check in was easy.;-;-;-;-;-;-
The room was clean and comfy.;positive;-;-;positive;-;-
Pool was clean.;-;-;-;-;-;-
Grounds were nice and I liked the assigned parking.;-;-;-;-;-;-
Close to everything but pushed back enough off the main road to give you some quiet.;-;-;-;-;-;-
No complaints at all.;-;-;-;-;-;-
It was very nice!;-;-;-;-;-;-
Everything was super clean and the person checking us in was really pleasant and efficient.;positive;-;-;-;-;-
A few rowdy folks staying but they were firmly asked to quiet down by the staff without us having to say anything.;-;-;-;-;negative;-
Perfect location for activities downtown.;-;-;positive;-;-;-
Staff was great.;-;-;-;-;positive;-
Very friendly staff.;-;-;-;-;positive;-
Nice clean and maintained 'Mom and Pop' run hotel.;positive;-;-;-;-;-
Would come back again.;-;-;-;-;-;-
Location to town.;-;-;-;-;-;-
We like the staff and motel.;-;-;-;-;negative;-
The pool is great;-;-;-;-;-;-
Very clean and a great place to stay while visiting lake George.;positive;-;-;-;-;-
Excellent service!;-;-;-;-;positive;-
Great location!;-;-;positive;-;-;-
Staff very friendly walking distance into village clean rooms;positive;-;positive;positive;positive;-
The room was nice high ceilings and clean.;positive;-;-;positive;-;-
Staff were friendly and it's a great location to be so you can walk around the village rather than drive everywhere.;-;-;positive;-;positive;-
